dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon	tau	arm	intervention	reference_type	h001_n_estimable	h001_spearman	h001_top_overlap	h001_raw_mae	h001_rmae	h001_intercept	h001_slope	h001_r2	vector_relative_l1_n_estimable	vector_relative_l1_median	vector_relative_l1_q90	vector_relative_l1_mean	vector_relative_l1_maximum	direction_cosine_n_estimable	direction_cosine_median	direction_cosine_q90	direction_cosine_mean	direction_cosine_maximum	vector_rows_estimable	direction_rows_estimable	reference_rows_estimable	analytic_relative_l1_n_estimable	analytic_relative_l1_median	analytic_relative_l1_q90	analytic_relative_l1_mean	analytic_relative_l1_maximum	analytic_scalar_n_estimable	analytic_scalar_spearman	analytic_scalar_top_overlap	analytic_scalar_raw_mae	analytic_scalar_rmae	analytic_scalar_intercept	analytic_scalar_slope	analytic_scalar_r2
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	uot	0.25	2.0	R	I_EXPR	richardson_vector	1500	0.999999630222058	1.0	4.1495531089131794e-05	0.0006511618080482473	3.225816838149942e-05	0.998843385324721	0.9999998983677997	1500	0.0007392424606953496	0.0009344870959484404	0.0007584746504989952	0.0012794020604530866	1500	0.9999998951216362	0.9999999458255339	0.9999998800818679	0.9999999644152106	1500	1500	1500													
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	uot	0.25	2.0	R	I_SPATIAL	richardson_vector	1500	0.9998579128257391	0.9933333333333333	0.0012504170618285683	0.0044764293948619535	0.001272886782970752	0.9910069574729375	0.9998073672736251	1500	0.006504227580045169	0.007576150253732557	0.006315888025750603	0.008324145517321928	1500	0.9999913637705518	0.9999930242799541	0.9999912077423717	0.9999945560153686	1500	1500	1500													
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	uot	0.25	2.0	N	I_EXPR	richardson_vector	1500	0.999902993734664	0.9933333333333333	0.0010552893127098617	0.003510736280884891	-0.0011180243193682948	1.0072556520506517	0.9998713477360465	1500	0.0052934603258409565	0.00626611320321182	0.0052546661829108035	0.007224481799400224	1500	0.9999931996641136	0.9999949492231377	0.9999930963742159	0.9999961156937607	1500	1500	1500													
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	uot	0.25	2.0	N	I_SPATIAL	richardson_vector	1500	0.999910798182577	0.9933333333333333	0.001066414838714233	0.003547748678899464	0.001196527772054423	0.9924982572586645	0.999869689883249	1500	0.005354737820775899	0.0063486930750496955	0.0053119019646945265	0.007339023158804934	1500	0.9999931036379477	0.9999948689089959	0.9999929890488227	0.9999960369553713	1500	1500	1500													
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		R	I_EXPR	richardson_vector	1500	0.9999989475550879	1.0	3.025331429752351e-05	0.0004391647112825853	3.2995043408783444e-06	0.9995178980030572	0.9999992168010104	1500	0.0009874585353974712	0.0013698820028215687	0.0009906513249390582	0.0020923082986409594	1500	0.9999994754907744	0.9999997847536365	0.9999994497757185	0.999999924761634	1500	1500	1500	1500.0	7.941518715705114e-09	1.505179653059197e-08	8.487509620133305e-09	2.8263980103285313e-08	1500.0	1.0	1.0	3.6495976300093823e-10	5.297847638843565e-09	7.899007084840447e-10	0.9999999837278147	0.9999999999999999
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		R	I_SPATIAL	richardson_vector	1500	0.9999820622142499	0.9933333333333333	0.0011521762750516884	0.003999708979453604	0.0010311446162737448	0.9924509300733033	0.9999774562931844	1500	0.00593169871204326	0.006834586186717124	0.005773648866078801	0.007272457898915276	1500	0.9999925391676969	0.9999941744428588	0.9999924913490131	0.999995979214482	1500	1500	1500	1500.0	2.9623607679178206e-07	3.8531275372100867e-07	2.8425244434039453e-07	4.50939597582467e-07	1500.0	1.0	1.0	2.211268261087529e-08	7.67628101076161e-08	-2.2525245256360643e-08	1.000000152662583	0.9999999999998694
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		N	I_EXPR	richardson_vector	1500	0.9999746773220789	0.9933333333333333	0.0011248202877481718	0.0037595144094301437	-0.00036538634480715585	1.0049995500231648	0.9999723505274929	1500	0.0059761580366104496	0.006916240081145	0.005860750242765538	0.0075907689866894675	1500	0.9999911278139325	0.9999934535684007	0.9999906335238021	0.9999954301937808	1500	1500	1500	1500.0	2.9900368061434667e-07	3.9306481112388247e-07	2.896530768802564e-07	4.828746586091741e-07	1500.0	1.0	1.0	1.9862431779260615e-08	6.638668862283486e-08	2.6167518869114985e-08	0.9999999698704585	0.9999999999998702
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	row_softmax	0.25		N	I_SPATIAL	richardson_vector	1500	0.9999738310994806	1.0	0.0011344080200191788	0.0037915597218011778	0.00037913754459818375	0.9949603477154649	0.9999719250569749	1500	0.006039140800604909	0.006989296242881224	0.0059177508264507935	0.007687313627862987	1500	0.9999910038961544	0.9999933553344431	0.9999905109993685	0.9999953726331804	1500	1500	1500	1500.0	2.995582821244895e-07	3.9393455304778693e-07	2.9021983770557866e-07	4.841438883023516e-07	1500.0	1.0	1.0	1.9870545519218296e-08	6.641380737315321e-08	2.6313979078985544e-08	0.9999999693470718	0.9999999999998698
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		R	I_EXPR	richardson_vector	1500	0.9999995697775866	1.0	2.6349520968285063e-06	7.558314962406993e-05	2.8551086560292814e-07	1.0000038656130354	0.9999997745573913	1500	0.000501924023247049	0.0006597872904370706	0.0005274980704571609	0.0011704929357740533	1500	0.9999998266358081	0.9999998821409426	0.9999998145738478	0.9999999161985325	1500	1500	1500													
spatialDLPFC	SDLPFC_Br2720_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br2720	primary_expansion	forward	SDLPFC_Br2720_ANT_MID	balanced_ot	0.25		R	I_SPATIAL	richardson_vector	1500	0.9998235163660073	0.9933333333333333	0.0012118542162264268	0.004253175173259147	0.0010946838152170355	0.9919391600478138	0.999762085978408	1500	0.006338476378702289	0.007362834856837522	0.006132711941597807	0.007922830397149139	1500	0.9999919816882501	0.9999933671876138	0.9999918075664597	0.9999947267854521	1500	1500	1500													
